PDBId,FileName,gz,cif,Comment
4REK,4REK.cif.gz,true,true,1A100RXray.txt
4RJ2,4RJ2.cif.gz,true,true,1A100RXray.txt
4TJZ,4TJZ.cif.gz,true,true,1A100RXray.txt
4TKB,4TKB.cif.gz,true,true,1A100RXray.txt
4TKH,4TKH.cif.gz,true,true,1A100RXray.txt
4TKJ,4TKJ.cif.gz,true,true,1A100RXray.txt
4TXR,4TXR.cif.gz,true,true,1A100RXray.txt
4U2W,4U2W.cif.gz,true,true,1A100RXray.txt
4U9H,4U9H.cif.gz,true,true,1A100RXray.txt
4UA6,4UA6.cif.gz,true,true,1A100RXray.txt
4UA7,4UA7.cif.gz,true,true,1A100RXray.txt
4UA9,4UA9.cif.gz,true,true,1A100RXray.txt
4UAA,4UAA.cif.gz,true,true,1A100RXray.txt
4UNU,4UNU.cif.gz,true,true,1A100RXray.txt
4UYR,4UYR.cif.gz,true,true,1A100RXray.txt
4W9C,4W9C.cif.gz,true,true,1A100RXray.txt
4W9D,4W9D.cif.gz,true,true,1A100RXray.txt
4W9E,4W9E.cif.gz,true,true,1A100RXray.txt
4W9H,4W9H.cif.gz,true,true,1A100RXray.txt
4W9I,4W9I.cif.gz,true,true,1A100RXray.txt
4W9J,4W9J.cif.gz,true,true,1A100RXray.txt
4W9K,4W9K.cif.gz,true,true,1A100RXray.txt
4W9L,4W9L.cif.gz,true,true,1A100RXray.txt
4WEE,4WEE.cif.gz,true,true,1A100RXray.txt
4WJX,4WJX.cif.gz,true,true,1A100RXray.txt
4WKA,4WKA.cif.gz,true,true,1A100RXray.txt
4WPK,4WPK.cif.gz,true,true,1A100RXray.txt
4X5P,4X5P.cif.gz,true,true,1A100RXray.txt
4X6H,4X6H.cif.gz,true,true,1A100RXray.txt
4XOJ,4XOJ.cif.gz,true,true,1A100RXray.txt
4XXG,4XXG.cif.gz,true,true,1A100RXray.txt
4XZH,4XZH.cif.gz,true,true,1A100RXray.txt
4Y5L,4Y5L.cif.gz,true,true,1A100RXray.txt
4Y9W,4Y9W.cif.gz,true,true,1A100RXray.txt
4YEO,4YEO.cif.gz,true,true,1A100RXray.txt
4YMY,4YMY.cif.gz,true,true,1A100RXray.txt
4YNH,4YNH.cif.gz,true,true,1A100RXray.txt
4YPO,4YPO.cif.gz,true,true,1A100RXray.txt
4YXI,4YXI.cif.gz,true,true,1A100RXray.txt
4Z8J,4Z8J.cif.gz,true,true,1A100RXray.txt
4ZC9,4ZC9.cif.gz,true,true,1A100RXray.txt
4ZGF,4ZGF.cif.gz,true,true,1A100RXray.txt
4ZM7,4ZM7.cif.gz,true,true,1A100RXray.txt
5A8C,5A8C.cif.gz,true,true,1A100RXray.txt
5AKR,5AKR.cif.gz,true,true,1A100RXray.txt
5AQ0,5AQ0.cif.gz,true,true,1A100RXray.txt
5AVD,5AVD.cif.gz,true,true,1A100RXray.txt
5AVG,5AVG.cif.gz,true,true,1A100RXray.txt
5AVH,5AVH.cif.gz,true,true,1A100RXray.txt
5B28,5B28.cif.gz,true,true,1A100RXray.txt
5B5H,5B5H.cif.gz,true,true,1A100RXray.txt
5BR4,5BR4.cif.gz,true,true,1A100RXray.txt
5CE4,5CE4.cif.gz,true,true,1A100RXray.txt
5CKL,5CKL.cif.gz,true,true,1A100RXray.txt
5CMT,5CMT.cif.gz,true,true,1A100RXray.txt
5CTM,5CTM.cif.gz,true,true,1A100RXray.txt
5D66,5D66.cif.gz,true,true,1A100RXray.txt
5DGJ,5DGJ.cif.gz,true,true,1A100RXray.txt
5DJ7,5DJ7.cif.gz,true,true,1A100RXray.txt
5DK1,5DK1.cif.gz,true,true,1A100RXray.txt
5DKM,5DKM.cif.gz,true,true,1A100RXray.txt
5DP2,5DP2.cif.gz,true,true,1A100RXray.txt
5E1K,5E1K.cif.gz,true,true,1A100RXray.txt
5E1N,5E1N.cif.gz,true,true,1A100RXray.txt
5E1P,5E1P.cif.gz,true,true,1A100RXray.txt
5E7W,5E7W.cif.gz,true,true,1A100RXray.txt
5EMB,5EMB.cif.gz,true,true,1A100RXray.txt
5EWO,5EWO.cif.gz,true,true,1A100RXray.txt
5F82,5F82.cif.gz,true,true,1A100RXray.txt
5FLK,5FLK.cif.gz,true,true,1A100RXray.txt
5GJI,5GJI.cif.gz,true,true,1A100RXray.txt
5GV7,5GV7.cif.gz,true,true,1A100RXray.txt
5GV8,5GV8.cif.gz,true,true,1A100RXray.txt
5HB7,5HB7.cif.gz,true,true,1A100RXray.txt
5HBS,5HBS.cif.gz,true,true,1A100RXray.txt
5HMV,5HMV.cif.gz,true,true,1A100RXray.txt
5HQ1,5HQ1.cif.gz,true,true,1A100RXray.txt
5IBN,5IBN.cif.gz,true,true,1A100RXray.txt
5IDB,5IDB.cif.gz,true,true,1A100RXray.txt
5IG6,5IG6.cif.gz,true,true,1A100RXray.txt
5II6,5II6.cif.gz,true,true,1A100RXray.txt
5II8,5II8.cif.gz,true,true,1A100RXray.txt
5IQN,5IQN.cif.gz,true,true,1A100RXray.txt
5IVN,5IVN.cif.gz,true,true,1A100RXray.txt
5JDK,5JDK.cif.gz,true,true,1A100RXray.txt
5JDT,5JDT.cif.gz,true,true,1A100RXray.txt
5JIG,5JIG.cif.gz,true,true,1A100RXray.txt
5JSK,5JSK.cif.gz,true,true,1A100RXray.txt
5KWM,5KWM.cif.gz,true,true,1A100RXray.txt
5KXV,5KXV.cif.gz,true,true,1A100RXray.txt
5LJT,5LJT.cif.gz,true,true,1A100RXray.txt
5LP9,5LP9.cif.gz,true,true,1A100RXray.txt
5LPL,5LPL.cif.gz,true,true,1A100RXray.txt
5LXW,5LXW.cif.gz,true,true,1A100RXray.txt
5MAE,5MAE.cif.gz,true,true,1A100RXray.txt
5MAJ,5MAJ.cif.gz,true,true,1A100RXray.txt
5MB5,5MB5.cif.gz,true,true,1A100RXray.txt
5MEH,5MEH.cif.gz,true,true,1A100RXray.txt
5MN1,5MN1.cif.gz,true,true,1A100RXray.txt
5MNB,5MNB.cif.gz,true,true,1A100RXray.txt
5MNC,5MNC.cif.gz,true,true,1A100RXray.txt
5MNF,5MNF.cif.gz,true,true,1A100RXray.txt
5MNG,5MNG.cif.gz,true,true,1A100RXray.txt
5MNH,5MNH.cif.gz,true,true,1A100RXray.txt
5MNK,5MNK.cif.gz,true,true,1A100RXray.txt
5MNM,5MNM.cif.gz,true,true,1A100RXray.txt
5MNN,5MNN.cif.gz,true,true,1A100RXray.txt
5MNO,5MNO.cif.gz,true,true,1A100RXray.txt
5MON,5MON.cif.gz,true,true,1A100RXray.txt
5MOP,5MOP.cif.gz,true,true,1A100RXray.txt
5MOQ,5MOQ.cif.gz,true,true,1A100RXray.txt
5MOR,5MOR.cif.gz,true,true,1A100RXray.txt
5MOS,5MOS.cif.gz,true,true,1A100RXray.txt
5NC0,5NC0.cif.gz,true,true,1A100RXray.txt
5O2X,5O2X.cif.gz,true,true,1A100RXray.txt
5O45,5O45.cif.gz,true,true,1A100RXray.txt
5O99,5O99.cif.gz,true,true,1A100RXray.txt
5OAV,5OAV.cif.gz,true,true,1A100RXray.txt
5OBK,5OBK.cif.gz,true,true,1A100RXray.txt
5OGO,5OGO.cif.gz,true,true,1A100RXray.txt
5OTN,5OTN.cif.gz,true,true,1A100RXray.txt
5OU0,5OU0.cif.gz,true,true,1A100RXray.txt
5OUJ,5OUJ.cif.gz,true,true,1A100RXray.txt
5OUK,5OUK.cif.gz,true,true,1A100RXray.txt
5R1V,5R1V.cif.gz,true,true,1A100RXray.txt
5R2D,5R2D.cif.gz,true,true,1A100RXray.txt
5R2G,5R2G.cif.gz,true,true,1A100RXray.txt
5R2L,5R2L.cif.gz,true,true,1A100RXray.txt
5R2O,5R2O.cif.gz,true,true,1A100RXray.txt
5R2Z,5R2Z.cif.gz,true,true,1A100RXray.txt
5R31,5R31.cif.gz,true,true,1A100RXray.txt
5R32,5R32.cif.gz,true,true,1A100RXray.txt
5R33,5R33.cif.gz,true,true,1A100RXray.txt
5R34,5R34.cif.gz,true,true,1A100RXray.txt
5R35,5R35.cif.gz,true,true,1A100RXray.txt
5R39,5R39.cif.gz,true,true,1A100RXray.txt
5R3C,5R3C.cif.gz,true,true,1A100RXray.txt
5R3D,5R3D.cif.gz,true,true,1A100RXray.txt
5R3L,5R3L.cif.gz,true,true,1A100RXray.txt
5R3R,5R3R.cif.gz,true,true,1A100RXray.txt
5R43,5R43.cif.gz,true,true,1A100RXray.txt
5RBR,5RBR.cif.gz,true,true,1A100RXray.txt
5RBS,5RBS.cif.gz,true,true,1A100RXray.txt
5RBV,5RBV.cif.gz,true,true,1A100RXray.txt
5RBW,5RBW.cif.gz,true,true,1A100RXray.txt
5RBX,5RBX.cif.gz,true,true,1A100RXray.txt
5RC2,5RC2.cif.gz,true,true,1A100RXray.txt
5RC3,5RC3.cif.gz,true,true,1A100RXray.txt
5RC4,5RC4.cif.gz,true,true,1A100RXray.txt
5RC7,5RC7.cif.gz,true,true,1A100RXray.txt
5RCB,5RCB.cif.gz,true,true,1A100RXray.txt
5RCF,5RCF.cif.gz,true,true,1A100RXray.txt
5RCJ,5RCJ.cif.gz,true,true,1A100RXray.txt
5RCK,5RCK.cif.gz,true,true,1A100RXray.txt
5RCS,5RCS.cif.gz,true,true,1A100RXray.txt
5RCV,5RCV.cif.gz,true,true,1A100RXray.txt
5RD1,5RD1.cif.gz,true,true,1A100RXray.txt
5RD3,5RD3.cif.gz,true,true,1A100RXray.txt
5RD8,5RD8.cif.gz,true,true,1A100RXray.txt
5RDA,5RDA.cif.gz,true,true,1A100RXray.txt
5RDF,5RDF.cif.gz,true,true,1A100RXray.txt
5RDH,5RDH.cif.gz,true,true,1A100RXray.txt
5RDI,5RDI.cif.gz,true,true,1A100RXray.txt
5RDJ,5RDJ.cif.gz,true,true,1A100RXray.txt
5RDN,5RDN.cif.gz,true,true,1A100RXray.txt
5RDP,5RDP.cif.gz,true,true,1A100RXray.txt
5RDS,5RDS.cif.gz,true,true,1A100RXray.txt
5RDX,5RDX.cif.gz,true,true,1A100RXray.txt
5RE1,5RE1.cif.gz,true,true,1A100RXray.txt
5RE2,5RE2.cif.gz,true,true,1A100RXray.txt
5RS7,5RS7.cif.gz,true,true,1A100RXray.txt
5RS9,5RS9.cif.gz,true,true,1A100RXray.txt
5RSB,5RSB.cif.gz,true,true,1A100RXray.txt
5RSD,5RSD.cif.gz,true,true,1A100RXray.txt
5RSE,5RSE.cif.gz,true,true,1A100RXray.txt
5RSF,5RSF.cif.gz,true,true,1A100RXray.txt
5RSG,5RSG.cif.gz,true,true,1A100RXray.txt
5RSH,5RSH.cif.gz,true,true,1A100RXray.txt
5RSJ,5RSJ.cif.gz,true,true,1A100RXray.txt
5RSK,5RSK.cif.gz,true,true,1A100RXray.txt
5RSL,5RSL.cif.gz,true,true,1A100RXray.txt
5RSN,5RSN.cif.gz,true,true,1A100RXray.txt
5RSQ,5RSQ.cif.gz,true,true,1A100RXray.txt
5RSR,5RSR.cif.gz,true,true,1A100RXray.txt
5RSS,5RSS.cif.gz,true,true,1A100RXray.txt
5RST,5RST.cif.gz,true,true,1A100RXray.txt
5RSU,5RSU.cif.gz,true,true,1A100RXray.txt
5RSW,5RSW.cif.gz,true,true,1A100RXray.txt
5RSX,5RSX.cif.gz,true,true,1A100RXray.txt
5RT0,5RT0.cif.gz,true,true,1A100RXray.txt
5RT1,5RT1.cif.gz,true,true,1A100RXray.txt
5RT2,5RT2.cif.gz,true,true,1A100RXray.txt
5RT5,5RT5.cif.gz,true,true,1A100RXray.txt
5RT6,5RT6.cif.gz,true,true,1A100RXray.txt
5RT7,5RT7.cif.gz,true,true,1A100RXray.txt
5RT8,5RT8.cif.gz,true,true,1A100RXray.txt
5RTA,5RTA.cif.gz,true,true,1A100RXray.txt
5RTE,5RTE.cif.gz,true,true,1A100RXray.txt
5RTF,5RTF.cif.gz,true,true,1A100RXray.txt
5RTH,5RTH.cif.gz,true,true,1A100RXray.txt
5RTJ,5RTJ.cif.gz,true,true,1A100RXray.txt
5RTK,5RTK.cif.gz,true,true,1A100RXray.txt
5RTL,5RTL.cif.gz,true,true,1A100RXray.txt
5RTM,5RTM.cif.gz,true,true,1A100RXray.txt
5RTN,5RTN.cif.gz,true,true,1A100RXray.txt
5RTO,5RTO.cif.gz,true,true,1A100RXray.txt
5RTP,5RTP.cif.gz,true,true,1A100RXray.txt
5RTQ,5RTQ.cif.gz,true,true,1A100RXray.txt
5RTR,5RTR.cif.gz,true,true,1A100RXray.txt
5RTS,5RTS.cif.gz,true,true,1A100RXray.txt
5RTT,5RTT.cif.gz,true,true,1A100RXray.txt
5RTU,5RTU.cif.gz,true,true,1A100RXray.txt
5RTV,5RTV.cif.gz,true,true,1A100RXray.txt
5RTW,5RTW.cif.gz,true,true,1A100RXray.txt
5RTX,5RTX.cif.gz,true,true,1A100RXray.txt
5RTY,5RTY.cif.gz,true,true,1A100RXray.txt
5RTZ,5RTZ.cif.gz,true,true,1A100RXray.txt
5RU0,5RU0.cif.gz,true,true,1A100RXray.txt
5RU1,5RU1.cif.gz,true,true,1A100RXray.txt
5RU2,5RU2.cif.gz,true,true,1A100RXray.txt
5RU3,5RU3.cif.gz,true,true,1A100RXray.txt
5RU4,5RU4.cif.gz,true,true,1A100RXray.txt
5RU5,5RU5.cif.gz,true,true,1A100RXray.txt
5RU6,5RU6.cif.gz,true,true,1A100RXray.txt
5RU7,5RU7.cif.gz,true,true,1A100RXray.txt
5RU8,5RU8.cif.gz,true,true,1A100RXray.txt
5RU9,5RU9.cif.gz,true,true,1A100RXray.txt
5RUA,5RUA.cif.gz,true,true,1A100RXray.txt
5RUC,5RUC.cif.gz,true,true,1A100RXray.txt
5RUD,5RUD.cif.gz,true,true,1A100RXray.txt
5RUF,5RUF.cif.gz,true,true,1A100RXray.txt
5RUG,5RUG.cif.gz,true,true,1A100RXray.txt
5RUH,5RUH.cif.gz,true,true,1A100RXray.txt
5RUI,5RUI.cif.gz,true,true,1A100RXray.txt
5RUL,5RUL.cif.gz,true,true,1A100RXray.txt
5RUM,5RUM.cif.gz,true,true,1A100RXray.txt
5RUN,5RUN.cif.gz,true,true,1A100RXray.txt
5RUO,5RUO.cif.gz,true,true,1A100RXray.txt
5RUP,5RUP.cif.gz,true,true,1A100RXray.txt
5RUQ,5RUQ.cif.gz,true,true,1A100RXray.txt
5RUR,5RUR.cif.gz,true,true,1A100RXray.txt
5RUS,5RUS.cif.gz,true,true,1A100RXray.txt
5RUT,5RUT.cif.gz,true,true,1A100RXray.txt
5RUV,5RUV.cif.gz,true,true,1A100RXray.txt
5RUW,5RUW.cif.gz,true,true,1A100RXray.txt
5RUX,5RUX.cif.gz,true,true,1A100RXray.txt
5RUY,5RUY.cif.gz,true,true,1A100RXray.txt
5RUZ,5RUZ.cif.gz,true,true,1A100RXray.txt
5RV0,5RV0.cif.gz,true,true,1A100RXray.txt
5RV1,5RV1.cif.gz,true,true,1A100RXray.txt
5RV4,5RV4.cif.gz,true,true,1A100RXray.txt
5RV5,5RV5.cif.gz,true,true,1A100RXray.txt
5RV6,5RV6.cif.gz,true,true,1A100RXray.txt
5RV7,5RV7.cif.gz,true,true,1A100RXray.txt
5RV8,5RV8.cif.gz,true,true,1A100RXray.txt
5RV9,5RV9.cif.gz,true,true,1A100RXray.txt
5RVA,5RVA.cif.gz,true,true,1A100RXray.txt
5RVB,5RVB.cif.gz,true,true,1A100RXray.txt
5RVC,5RVC.cif.gz,true,true,1A100RXray.txt
5RVD,5RVD.cif.gz,true,true,1A100RXray.txt
5RVE,5RVE.cif.gz,true,true,1A100RXray.txt
5RVF,5RVF.cif.gz,true,true,1A100RXray.txt
5RVG,5RVG.cif.gz,true,true,1A100RXray.txt
5RVH,5RVH.cif.gz,true,true,1A100RXray.txt
5RVI,5RVI.cif.gz,true,true,1A100RXray.txt
5S3W,5S3W.cif.gz,true,true,1A100RXray.txt
5S74,5S74.cif.gz,true,true,1A100RXray.txt
5SAL,5SAL.cif.gz,true,true,1A100RXray.txt
5SAN,5SAN.cif.gz,true,true,1A100RXray.txt
5SAO,5SAO.cif.gz,true,true,1A100RXray.txt
5SAR,5SAR.cif.gz,true,true,1A100RXray.txt
5SBQ,5SBQ.cif.gz,true,true,1A100RXray.txt
5SP2,5SP2.cif.gz,true,true,1A100RXray.txt
5SSZ,5SSZ.cif.gz,true,true,1A100RXray.txt
5SV5,5SV5.cif.gz,true,true,1A100RXray.txt
5SY4,5SY4.cif.gz,true,true,1A100RXray.txt
5TIF,5TIF.cif.gz,true,true,1A100RXray.txt
5TVY,5TVY.cif.gz,true,true,1A100RXray.txt
5U3A,5U3A.cif.gz,true,true,1A100RXray.txt
5VLE,5VLE.cif.gz,true,true,1A100RXray.txt
5WS7,5WS7.cif.gz,true,true,1A100RXray.txt
5X9L,5X9L.cif.gz,true,true,1A100RXray.txt
5X9M,5X9M.cif.gz,true,true,1A100RXray.txt
5XBU,5XBU.cif.gz,true,true,1A100RXray.txt
5XP6,5XP6.cif.gz,true,true,1A100RXray.txt
5XQP,5XQP.cif.gz,true,true,1A100RXray.txt
5XS6,5XS6.cif.gz,true,true,1A100RXray.txt
5XSA,5XSA.cif.gz,true,true,1A100RXray.txt
5XSB,5XSB.cif.gz,true,true,1A100RXray.txt
5XSM,5XSM.cif.gz,true,true,1A100RXray.txt
5XTV,5XTV.cif.gz,true,true,1A100RXray.txt
5XU2,5XU2.cif.gz,true,true,1A100RXray.txt
5XUF,5XUF.cif.gz,true,true,1A100RXray.txt
5XVT,5XVT.cif.gz,true,true,1A100RXray.txt
5XX2,5XX2.cif.gz,true,true,1A100RXray.txt
5Y2R,5Y2R.cif.gz,true,true,1A100RXray.txt
5Y2S,5Y2S.cif.gz,true,true,1A100RXray.txt
5YCE,5YCE.cif.gz,true,true,1A100RXray.txt
5YOK,5YOK.cif.gz,true,true,1A100RXray.txt
5ZGE,5ZGE.cif.gz,true,true,1A100RXray.txt
5ZGI,5ZGI.cif.gz,true,true,1A100RXray.txt
5ZGW,5ZGW.cif.gz,true,true,1A100RXray.txt
5ZGX,5ZGX.cif.gz,true,true,1A100RXray.txt
5ZGY,5ZGY.cif.gz,true,true,1A100RXray.txt
5ZGZ,5ZGZ.cif.gz,true,true,1A100RXray.txt
5ZIO,5ZIO.cif.gz,true,true,1A100RXray.txt
5ZJ1,5ZJ1.cif.gz,true,true,1A100RXray.txt
5ZJ7,5ZJ7.cif.gz,true,true,1A100RXray.txt
5ZJ8,5ZJ8.cif.gz,true,true,1A100RXray.txt
5ZJC,5ZJC.cif.gz,true,true,1A100RXray.txt
5ZX8,5ZX8.cif.gz,true,true,1A100RXray.txt
6B00,6B00.cif.gz,true,true,1A100RXray.txt
6CNW,6CNW.cif.gz,true,true,1A100RXray.txt
6EIO,6EIO.cif.gz,true,true,1A100RXray.txt
6EQE,6EQE.cif.gz,true,true,1A100RXray.txt
6ETK,6ETK.cif.gz,true,true,1A100RXray.txt
6ETL,6ETL.cif.gz,true,true,1A100RXray.txt
6ETM,6ETM.cif.gz,true,true,1A100RXray.txt
6ETN,6ETN.cif.gz,true,true,1A100RXray.txt
6EUW,6EUW.cif.gz,true,true,1A100RXray.txt
6F1O,6F1O.cif.gz,true,true,1A100RXray.txt
6F7R,6F7R.cif.gz,true,true,1A100RXray.txt
6F81,6F81.cif.gz,true,true,1A100RXray.txt
6FJN,6FJN.cif.gz,true,true,1A100RXray.txt
6FMC,6FMC.cif.gz,true,true,1A100RXray.txt
6FO5,6FO5.cif.gz,true,true,1A100RXray.txt
6FVI,6FVI.cif.gz,true,true,1A100RXray.txt
6GZ8,6GZ8.cif.gz,true,true,1A100RXray.txt
6HG7,6HG7.cif.gz,true,true,1A100RXray.txt
6HMD,6HMD.cif.gz,true,true,1A100RXray.txt
6HMQ,6HMQ.cif.gz,true,true,1A100RXray.txt
6HSA,6HSA.cif.gz,true,true,1A100RXray.txt
6I3B,6I3B.cif.gz,true,true,1A100RXray.txt
6I74,6I74.cif.gz,true,true,1A100RXray.txt
6I7Y,6I7Y.cif.gz,true,true,1A100RXray.txt
6IFP,6IFP.cif.gz,true,true,1A100RXray.txt
6IGG,6IGG.cif.gz,true,true,1A100RXray.txt
6IIP,6IIP.cif.gz,true,true,1A100RXray.txt
6IXD,6IXD.cif.gz,true,true,1A100RXray.txt
6J64,6J64.cif.gz,true,true,1A100RXray.txt
6J93,6J93.cif.gz,true,true,1A100RXray.txt
6JGH,6JGH.cif.gz,true,true,1A100RXray.txt
6JGI,6JGI.cif.gz,true,true,1A100RXray.txt
6JGJ,6JGJ.cif.gz,true,true,1A100RXray.txt
6JJ1,6JJ1.cif.gz,true,true,1A100RXray.txt
6JJQ,6JJQ.cif.gz,true,true,1A100RXray.txt
6JPT,6JPT.cif.gz,true,true,1A100RXray.txt
6K9J,6K9J.cif.gz,true,true,1A100RXray.txt
6KFN,6KFN.cif.gz,true,true,1A100RXray.txt
6KKZ,6KKZ.cif.gz,true,true,1A100RXray.txt
6KL0,6KL0.cif.gz,true,true,1A100RXray.txt
6KL1,6KL1.cif.gz,true,true,1A100RXray.txt
6KLZ,6KLZ.cif.gz,true,true,1A100RXray.txt
6KM0,6KM0.cif.gz,true,true,1A100RXray.txt
6KM2,6KM2.cif.gz,true,true,1A100RXray.txt
6L27,6L27.cif.gz,true,true,1A100RXray.txt
6L8G,6L8G.cif.gz,true,true,1A100RXray.txt
6LIP,6LIP.cif.gz,true,true,1A100RXray.txt
6LK1,6LK1.cif.gz,true,true,1A100RXray.txt
6M5H,6M5H.cif.gz,true,true,1A100RXray.txt
6MU9,6MU9.cif.gz,true,true,1A100RXray.txt
6MZ1,6MZ1.cif.gz,true,true,1A100RXray.txt
6MZ2,6MZ2.cif.gz,true,true,1A100RXray.txt
6NFR,6NFR.cif.gz,true,true,1A100RXray.txt
6PWS,6PWS.cif.gz,true,true,1A100RXray.txt
6Q00,6Q00.cif.gz,true,true,1A100RXray.txt
6Q01,6Q01.cif.gz,true,true,1A100RXray.txt
6Q2Y,6Q2Y.cif.gz,true,true,1A100RXray.txt
6Q49,6Q49.cif.gz,true,true,1A100RXray.txt
6Q4G,6Q4G.cif.gz,true,true,1A100RXray.txt
6Q4H,6Q4H.cif.gz,true,true,1A100RXray.txt
6Q6T,6Q6T.cif.gz,true,true,1A100RXray.txt
6Q7D,6Q7D.cif.gz,true,true,1A100RXray.txt
6QLN,6QLN.cif.gz,true,true,1A100RXray.txt
6QLR,6QLR.cif.gz,true,true,1A100RXray.txt
6RD2,6RD2.cif.gz,true,true,1A100RXray.txt
6RFH,6RFH.cif.gz,true,true,1A100RXray.txt
6RH4,6RH4.cif.gz,true,true,1A100RXray.txt
6RIG,6RIG.cif.gz,true,true,1A100RXray.txt
6RK0,6RK0.cif.gz,true,true,1A100RXray.txt
6RKN,6RKN.cif.gz,true,true,1A100RXray.txt
6RL9,6RL9.cif.gz,true,true,1A100RXray.txt
6ROB,6ROB.cif.gz,true,true,1A100RXray.txt
6ROE,6ROE.cif.gz,true,true,1A100RXray.txt
6RQI,6RQI.cif.gz,true,true,1A100RXray.txt
6RVU,6RVU.cif.gz,true,true,1A100RXray.txt
6RYG,6RYG.cif.gz,true,true,1A100RXray.txt
6RYN,6RYN.cif.gz,true,true,1A100RXray.txt
6RZ0,6RZ0.cif.gz,true,true,1A100RXray.txt
6RZH,6RZH.cif.gz,true,true,1A100RXray.txt
6RZX,6RZX.cif.gz,true,true,1A100RXray.txt
6S2M,6S2M.cif.gz,true,true,1A100RXray.txt
6S2S,6S2S.cif.gz,true,true,1A100RXray.txt
6S9Z,6S9Z.cif.gz,true,true,1A100RXray.txt
6SAY,6SAY.cif.gz,true,true,1A100RXray.txt
6SBH,6SBH.cif.gz,true,true,1A100RXray.txt
6SBL,6SBL.cif.gz,true,true,1A100RXray.txt
6SBM,6SBM.cif.gz,true,true,1A100RXray.txt
6SFQ,6SFQ.cif.gz,true,true,1A100RXray.txt
6SG6,6SG6.cif.gz,true,true,1A100RXray.txt
6SRY,6SRY.cif.gz,true,true,1A100RXray.txt
6SY3,6SY3.cif.gz,true,true,1A100RXray.txt
6SYE,6SYE.cif.gz,true,true,1A100RXray.txt
6SYW,6SYW.cif.gz,true,true,1A100RXray.txt
6T2L,6T2L.cif.gz,true,true,1A100RXray.txt
6T3P,6T3P.cif.gz,true,true,1A100RXray.txt
6T81,6T81.cif.gz,true,true,1A100RXray.txt
6TD0,6TD0.cif.gz,true,true,1A100RXray.txt
6TD8,6TD8.cif.gz,true,true,1A100RXray.txt
6TE2,6TE2.cif.gz,true,true,1A100RXray.txt
6TGU,6TGU.cif.gz,true,true,1A100RXray.txt
6TJ8,6TJ8.cif.gz,true,true,1A100RXray.txt
6TJ9,6TJ9.cif.gz,true,true,1A100RXray.txt
6TRG,6TRG.cif.gz,true,true,1A100RXray.txt
6TVI,6TVI.cif.gz,true,true,1A100RXray.txt
6TWT,6TWT.cif.gz,true,true,1A100RXray.txt
6TX6,6TX6.cif.gz,true,true,1A100RXray.txt
6TXP,6TXP.cif.gz,true,true,1A100RXray.txt
6U66,6U66.cif.gz,true,true,1A100RXray.txt
6UMY,6UMY.cif.gz,true,true,1A100RXray.txt
6UMZ,6UMZ.cif.gz,true,true,1A100RXray.txt
6UN0,6UN0.cif.gz,true,true,1A100RXray.txt
6UN2,6UN2.cif.gz,true,true,1A100RXray.txt
6UWW,6UWW.cif.gz,true,true,1A100RXray.txt
6V7H,6V7H.cif.gz,true,true,1A100RXray.txt
6WEY,6WEY.cif.gz,true,true,1A100RXray.txt
6WJM,6WJM.cif.gz,true,true,1A100RXray.txt
6X7J,6X7J.cif.gz,true,true,1A100RXray.txt
6X7T,6X7T.cif.gz,true,true,1A100RXray.txt
6X7Y,6X7Y.cif.gz,true,true,1A100RXray.txt
6X7Z,6X7Z.cif.gz,true,true,1A100RXray.txt
6X8D,6X8D.cif.gz,true,true,1A100RXray.txt
6X8Y,6X8Y.cif.gz,true,true,1A100RXray.txt
6X95,6X95.cif.gz,true,true,1A100RXray.txt
6X9M,6X9M.cif.gz,true,true,1A100RXray.txt
6X9P,6X9P.cif.gz,true,true,1A100RXray.txt
6XUM,6XUM.cif.gz,true,true,1A100RXray.txt
6XVM,6XVM.cif.gz,true,true,1A100RXray.txt
6Y0H,6Y0H.cif.gz,true,true,1A100RXray.txt
6Y1P,6Y1P.cif.gz,true,true,1A100RXray.txt
6Y5S,6Y5S.cif.gz,true,true,1A100RXray.txt
6YF3,6YF3.cif.gz,true,true,1A100RXray.txt
6YIV,6YIV.cif.gz,true,true,1A100RXray.txt
6YIW,6YIW.cif.gz,true,true,1A100RXray.txt
6YK4,6YK4.cif.gz,true,true,1A100RXray.txt
6YP6,6YP6.cif.gz,true,true,1A100RXray.txt
6YZK,6YZK.cif.gz,true,true,1A100RXray.txt
6YZN,6YZN.cif.gz,true,true,1A100RXray.txt
6YZU,6YZU.cif.gz,true,true,1A100RXray.txt
6Z7I,6Z7I.cif.gz,true,true,1A100RXray.txt
6ZAT,6ZAT.cif.gz,true,true,1A100RXray.txt
6ZFJ,6ZFJ.cif.gz,true,true,1A100RXray.txt
6ZM8,6ZM8.cif.gz,true,true,1A100RXray.txt
6ZPA,6ZPA.cif.gz,true,true,1A100RXray.txt
6ZWY,6ZWY.cif.gz,true,true,1A100RXray.txt
6ZX1,6ZX1.cif.gz,true,true,1A100RXray.txt
6ZX4,6ZX4.cif.gz,true,true,1A100RXray.txt
7A31,7A31.cif.gz,true,true,1A100RXray.txt
7A33,7A33.cif.gz,true,true,1A100RXray.txt
7A3H,7A3H.cif.gz,true,true,1A100RXray.txt
7A5M,7A5M.cif.gz,true,true,1A100RXray.txt
7A7Y,7A7Y.cif.gz,true,true,1A100RXray.txt
